الرقم,السؤال,الجواب,Family_Law_Category
108,هل يمكن تعديل نفقة المطلقة إذا تغيرت الظروف؟,"نعم، يمكن تعديل نفقة الأطفال إذا تغيرت الظروف، سواء زيادة أو نقصانًا بناءً على الحاجة والقدرة، وفق المادة 48. ",Alimony and Maintenance 
109,"إذا كان للأب أبناء من زواج آخر، هل يؤثر ذلك على نفقة أبنائه من الزوجة الأولى؟","لا، نفقة الأبناء واجبة بغض النظر عن عدد الأبناء من زوجات أخريات، وفق المادة 58، إلا إذا ثبت عجز مالي فتُعاد توزيع الأولويات بقرار المحكمة. ",Alimony and Maintenance 
110,هل تشمل نفقة المطلقة إيجار السكن؟,"لا، نفقة المطلقة لا تشمل الإيجار إلا أثناء العدة في الطلاق الرجعي أو إذا كانت حاملًا، وفق المادة 53. ",Alimony and Maintenance 
111,ما القاعدة الفقهية التي تعتمدها المحاكم في قضايا النفقة؟,"تعتمد المحاكم قاعدة 'النفقة واجبة على الزوج وفق سعة حاله، ولا ضرر ولا ضرار'، مستمدة من الشريعة ومؤكدة بالمواد 44-58. ",Alimony and Maintenance 
112,كيف تتعامل المحكمة مع الزوج الذي يدّعي عدم القدرة على الإنفاق؟,"يُطلب من الزوج إثبات عجزه بوثائق، وإذا ثبت العجز قد يُخفف العبء أو يُنقل للأقارب، وإلا يُلزم بالنفقة. ",Alimony and Maintenance 
113,هل يمكن فرض النفقة بأثر رجعي؟,"نعم، يمكن فرض النفقة بأثر رجعي لمدة لا تزيد عن سنتين من تاريخ الدعوى، وفق المادة 52. ",Alimony and Maintenance 
114,هل هناك حالات تسقط فيها نفقة الأولاد؟,"نعم، تسقط نفقة الأولاد إذا بلغ الابن سن التكسب وكان قادرًا على العمل، أو تزوجت البنت، وفق المادة 58/2. ",Alimony and Maintenance 
115,كيف تتعامل المحكمة مع الزوج الذي يدفع النفقة ثم يطلب استرجاعها؟,لا يمكن للزوج استرجاع النفقة بعد دفعها لأنها حق واجب غير قابل للاسترداد إلا إذا ثبت دفعها بالخطأ أو تحت الإكراه. ,Alimony and Maintenance 
116,هل يمكن حبس الزوج في حال امتناعه عن دفع النفقة؟,"نعم، يمكن حبس الزوج أو الحجز على أمواله إذا امتنع عن دفع النفقة رغم قدرته، وفق النظام الأساسي للتنفيذ. ",Alimony and Maintenance 
117,هل يمكن رفع دعوى مستقلة لمطالبة الزوج بنفقة الأبناء بعد الطلاق؟,"نعم، يمكن رفع دعوى مستقلة لنفقة الأبناء لأنها واجبة على الأب بغض النظر عن حالة الزواج، وفق المادة 58. ",Alimony and Maintenance 
118,هل يشترط وجود عقد زواج رسمي للمطالبة بالنفقة؟,"نعم، يشترط عقد زواج رسمي وفق المادة 44، لكن إذا ثبت الزواج شرعًا يمكن المطالبة بالنفقة. ",Alimony and Maintenance 
119,هل يمكن أن تحكم المحكمة بنفقة أعلى من طلب الزوجة؟,"نعم، إذا رأت المحكمة أن طلب الزوجة غير كافٍ لتلبية احتياجاتها أو الأبناء، يمكنها زيادة النفقة وفق المادة 46. ",Alimony and Maintenance 
120,ما الأدلة التي قد تطلبها المحكمة للتحقق من ادعاء الزوج بعدم قدرته على دفع النفقة؟,"للتحقق من ادعاء الزوج بعدم قدرته على دفع النفقة، قد تطلب المحكمة مستندات تثبت وضعه المالي، مثل كشف الحساب البنكي، تعريف الراتب أو بيانات التأمينات، السجلات التجارية، ما يثبت ملكيته للعقارات أو المركبات، والالتزامات المالية القائمة. كما قد تستعين المحكمة بالجهات المختصة أو بهيئة النظر لتقدير ملاءة الزوج المالية وتحديد قدرته على النفقة.",Alimony and Maintenance 
121,هل يمكن تنفيذ حكم النفقة بأثر رجعي؟,"نعم، تُحسب النفقة المستمرة من تاريخ الدعوى، والنفقة الماضية لمدة لا تزيد عن سنتين، وفق المادة 49 و52. ",Alimony and Maintenance 
122,هل يمكن حجز راتب الزوج لتنفيذ حكم النفقة؟,"نعم، يمكن لمحكمة التنفيذ حجز جزء من راتب الزوج إذا امتنع عن الدفع، وفق النظام الأساسي للتنفيذ. ",Alimony and Maintenance 
123,هل يحق للزوج المطالبة بتخفيض النفقة لاحقًا؟,"نعم، يمكنه طلب التخفيض إذا تغيرت ظروفه المالية وفق المادة 48، بشرط إثبات ذلك. ",Alimony and Maintenance 
124,ما الإجراءات التي يمكن اتخاذها ضد الزوج إذا تهرب من دفع النفقة؟,"تشمل الحجز على ممتلكاته، منعه من السفر، أو السجن وفق النظام الأساسي للتنفيذ. ",Alimony and Maintenance 
125,هل يمكن تعديل الحكم بالنفقة إذا تغير دخل الزوج؟,"نعم، يمكن تعديل النفقة إذا تغير دخل الزوج بشكل كبير، وفق المادة 48. ",Alimony and Maintenance 
126,هل يمكن للأم المطالبة بنفقة إضافية للأولاد بسبب ظروف استثنائية؟,"نعم، إذا كانت هناك احتياجات استثنائية مثل علاج أو تعليم خاص، يمكن طلب زيادة النفقة وفق المادة 48. ",Alimony and Maintenance 
127,هل يحق للأب رفض دفع النفقة إذا لم يحصل على حق الزيارة؟,"لا، النفقة واجبة بغض النظر عن حق الزيارة وفق المادة 58، وهما حقان منفصلان. ",Alimony and Maintenance 
128,كيف يتم التعامل مع الزوج الذي يدعي أنه ينفق على الزوجة ولكنها تنكر ذلك؟,"يُطلب من الزوج أدلة مثل إيصالات أو شهود، وإذا أثبت الإنفاق تُرفض دعوى الزوجة. ",Alimony and Maintenance 
129,هل يمكن تنفيذ حكم النفقة حتى لو كان الزوج خارج البلاد؟,"نعم، يمكن تنفيذ الحكم بالحجز على ممتلكاته داخل البلاد أو عبر القنوات الدبلوماسية وفق النظام الأساسي للتنفيذ. ",Alimony and Maintenance 
130,هل يجب على الأبناء الإنفاق على والديهم؟,"نعم، إذا كان الوالدان غير موسرين وكان الأبناء قادرين وفق المادة 62. ",Alimony and Maintenance 
131,كيف يتم تقسيم نفقة الوالدين بين الأبناء؟,تجب للوالدين غير الموسرين النفقة كلها أو تكميلها على الأولاد الموسرين كباراً أو صغاراً توزع حسب نسبة إرثهم من الوالدين مع مراعاة قدرة كل ابن ولو كان الوالدان قادرين على التكسب.,Alimony and Maintenance 
132,هل للزوجة الناشز نفقة؟,"إذا ثبت نشوز الزوجة، كأن تمتنع عن تمكين نفسها من الزوج أو تخرج من بيت الزوجية دون إذنه، فقد يكون للزوج الحق في عدم الإنفاق عليها، ولا يمكن للزوجة الناشز طلب فسخ النكاح بالاستناد إلى سبب عدم الإنفاق.",Alimony and Maintenance 
133,"إذا كان أحد الأبناء غنيًا والبقية فقراء، هل يتحمل النفقة وحده؟","نعم، إذا كان الابن الغني الوحيد القادر، يُلزم بالنفقة وفق المادة 62. ",Alimony and Maintenance 
134,هل تسقط نفقة الوالدين إذا كان لديهم مصدر دخل كافٍ؟,"نعم، إذا كان دخل الوالدين يكفي احتياجاتهم الأساسية، تسقط النفقة عن الأبناء وفق المادة 62. ",Alimony and Maintenance 
135,ماذا لو كان أحد الأبناء ينفق على والديه ثم طالب إخوته بالمشاركة؟,يحق له مطالبة إخوته بالمشاركة إذا نوى الرجوع بالنفقة وقت دفعها وفق المادة 62 والسوابق القضائية. ,Alimony and Maintenance 
